dadosBasicos.numero,principal,assuntoLocal,codigoNacional,assuntoLocal.codigoAssunto,assuntoLocal.codigoPaiNacional,assuntoLocal.descricao,codigoAssunto,codigoPaiNacional,descricao
50019818620208130471,True,,10395.0,,,,,,
50019818620208130471,True,,10395.0,,,,,,
50011823620208130344,True,,5951.0,,,,,,
50011823620208130344,True,,5951.0,,,,,,
50004098820208130441,True,,10887.0,,,,,,
50004098820208130441,False,,5951.0,,,,,,
50004098820208130441,True,,10887.0,,,,,,
50004098820208130441,False,,5951.0,,,,,,
50049713920208130701,True,,5951.0,,,,,,
50049713920208130701,True,,5951.0,,,,,,
50043049520208130105,True,,5952.0,,,,,,
50043049520208130105,False,,10536.0,,,,,,
50043049520208130105,True,,5952.0,,,,,,
50043049520208130105,False,,10536.0,,,,,,
50005451420208130400,True,,5984.0,,,,,,
50005451420208130400,True,,5984.0,,,,,,
50005469620208130400,True,,5972.0,,,,,,
50005469620208130400,True,,5972.0,,,,,,
50005627120208130005,True,,10887.0,,,,,,
50005627120208130005,True,,10887.0,,,,,,
50011832120208130344,True,,5951.0,,,,,,
50011832120208130344,True,,5951.0,,,,,,
50049749120208130701,True,,10887.0,,,,,,
50049749120208130701,True,,10887.0,,,,,,
50019835620208130471,True,,10395.0,,,,,,
50019835620208130471,True,,10395.0,,,,,,
50001278220208130689,True,,10395.0,,,,,,
50001278220208130689,True,,10395.0,,,,,,
50030347020208130223,True,,5952.0,,,,,,
50030347020208130223,True,,5952.0,,,,,,
50011840620208130344,True,,5951.0,,,,,,
50011840620208130344,True,,5951.0,,,,,,
50011858820208130344,True,,5951.0,,,,,,
50011858820208130344,True,,5951.0,,,,,,
50005478120208130400,True,,5972.0,,,,,,
50005478120208130400,True,,5972.0,,,,,,
50037033720208130672,True,,5972.0,,,,,,
50037033720208130672,True,,5972.0,,,,,,
50005635620208130005,True,,10887.0,,,,,,
50005635620208130005,True,,10887.0,,,,,,
50037042220208130672,True,,5972.0,,,,,,
50037042220208130672,True,,5972.0,,,,,,
50005486620208130400,True,,5972.0,,,,,,
50005486620208130400,True,,5972.0,,,,,,
50037050720208130672,True,,5972.0,,,,,,
50037050720208130672,True,,5972.0,,,,,,
50011867320208130344,True,,5972.0,,,,,,
50011867320208130344,True,,5972.0,,,,,,
50004107320208130441,True,,10887.0,,,,,,
50004107320208130441,False,,5951.0,,,,,,
50004107320208130441,True,,10887.0,,,,,,
50004107320208130441,False,,5951.0,,,,,,
50011875820208130344,True,,5951.0,,,,,,
50011875820208130344,True,,5951.0,,,,,,
50002500720208130778,True,,10396.0,,,,,,
50002500720208130778,True,,10396.0,,,,,,
50043058020208130105,True,,5952.0,,,,,,
50043058020208130105,False,,10536.0,,,,,,
50043058020208130105,True,,5952.0,,,,,,
50043058020208130105,False,,10536.0,,,,,,
50049774620208130701,True,,5951.0,,,,,,
50049774620208130701,True,,5951.0,,,,,,
50004115820208130441,True,,10887.0,,,,,,
50004115820208130441,False,,5951.0,,,,,,
50004115820208130441,True,,10887.0,,,,,,
50004115820208130441,False,,5951.0,,,,,,
50005495120208130400,True,,5972.0,,,,,,
50005495120208130400,True,,5972.0,,,,,,
50030381020208130223,True,,5952.0,,,,,,
50030381020208130223,True,,5952.0,,,,,,
50011884320208130344,True,,5972.0,,,,,,
50011884320208130344,True,,5972.0,,,,,,
50006942420208130363,True,,10395.0,,,,,,
50006942420208130363,True,,10395.0,,,,,,
50049783120208130701,True,,10396.0,,,,,,
50049783120208130701,True,,10396.0,,,,,,
50004124320208130441,True,,10887.0,,,,,,
50004124320208130441,False,,5951.0,,,,,,
50004124320208130441,True,,10887.0,,,,,,
50004124320208130441,False,,5951.0,,,,,,
50011892820208130344,True,,5951.0,,,,,,
50011892820208130344,True,,5951.0,,,,,,
50005503620208130400,True,,5984.0,,,,,,
50005503620208130400,True,,5984.0,,,,,,
50049809820208130701,True,,10887.0,,,,,,
50049809820208130701,True,,10887.0,,,,,,
50043083520208130105,True,,5952.0,,,,,,
50043083520208130105,False,,10536.0,,,,,,
50043083520208130105,True,,5952.0,,,,,,
50043083520208130105,False,,10536.0,,,,,,
50032938620208130313,True,,5952.0,,,,,,
50032938620208130313,True,,5952.0,,,,,,
50049818320208130701,True,,5951.0,,,,,,
50049818320208130701,True,,5951.0,,,,,,
50030407720208130223,True,,5952.0,,,,,,
50030407720208130223,True,,5952.0,,,,,,
50005512120208130400,True,,5984.0,,,,,,
50005512120208130400,True,,5984.0,,,,,,
50004132820208130441,True,,10887.0,,,,,,
50004132820208130441,False,,5951.0,,,,,,
50004132820208130441,True,,10887.0,,,,,,
50004132820208130441,False,,5951.0,,,,,,
50020361020208130480,True,,10395.0,,,,,,
50020361020208130480,True,,10395.0,,,,,,
50005520620208130400,True,,5984.0,,,,,,
50005520620208130400,True,,5984.0,,,,,,
50037102920208130672,True,,5972.0,,,,,,
50037102920208130672,False,,5985.0,,,,,,
50037102920208130672,True,,5972.0,,,,,,
50037102920208130672,False,,5985.0,,,,,,
50004159520208130441,True,,10887.0,,,,,,
50004159520208130441,False,,5972.0,,,,,,
50004159520208130441,True,,10887.0,,,,,,
50004159520208130441,False,,5972.0,,,,,,
50012941520208130470,True,,10395.0,,,,,,
50012941520208130470,True,,10395.0,,,,,,
50049879020208130701,True,,5951.0,,,,,,
50049879020208130701,True,,5951.0,,,,,,
50030424720208130223,True,,5952.0,,,,,,
50030424720208130223,True,,5952.0,,,,,,
50049896020208130701,True,,10887.0,,,,,,
50049896020208130701,True,,10887.0,,,,,,
50004168020208130441,True,,10887.0,,,,,,
50004168020208130441,False,,5952.0,,,,,,
50004168020208130441,True,,10887.0,,,,,,
50004168020208130441,False,,5952.0,,,,,,
50007972120208130431,True,,10395.0,,,,,,
50007972120208130431,True,,10395.0,,,,,,
50049904520208130701,True,,5952.0,,,,,,
50049904520208130701,False,,10536.0,,,,,,
50049904520208130701,True,,5952.0,,,,,,
50049904520208130701,False,,10536.0,,,,,,
50030433220208130223,True,,5952.0,,,,,,
50030433220208130223,True,,5952.0,,,,,,
50020413220208130480,True,,10395.0,,,,,,
50020413220208130480,True,,10395.0,,,,,,
50005538820208130400,True,,5984.0,,,,,,
50005538820208130400,True,,5984.0,,,,,,
50004193520208130441,True,,10887.0,,,,,,
50004193520208130441,False,,5951.0,,,,,,
50004193520208130441,True,,10887.0,,,,,,
50004193520208130441,False,,5951.0,,,,,,
50033007820208130313,True,,5952.0,,,,,,
50033007820208130313,True,,5952.0,,,,,,
50049965220208130701,True,,5951.0,,,,,,
50049965220208130701,True,,5951.0,,,,,,
50004202020208130441,True,,10887.0,,,,,,
50004202020208130441,False,,5951.0,,,,,,
50004202020208130441,True,,10887.0,,,,,,
50004202020208130441,False,,5951.0,,,,,,
50043161220208130105,True,,5952.0,,,,,,
50043161220208130105,True,,5952.0,,,,,,
50030485420208130223,True,,5952.0,,,,,,
50030485420208130223,True,,5952.0,,,,,,
50008015820208130431,True,,10395.0,,,,,,
50008015820208130431,True,,10395.0,,,,,,
50004210520208130441,True,,10887.0,,,,,,
50004210520208130441,False,,5951.0,,,,,,
50004210520208130441,True,,10887.0,,,,,,
50004210520208130441,False,,5951.0,,,,,,
50043179420208130105,True,,5952.0,,,,,,
50043179420208130105,False,,10536.0,,,,,,
50043179420208130105,True,,5952.0,,,,,,
50043179420208130105,False,,10536.0,,,,,,
50043187920208130105,True,,5952.0,,,,,,
50043187920208130105,False,,10536.0,,,,,,
50043187920208130105,True,,5952.0,,,,,,
50043187920208130105,False,,10536.0,,,,,,
50049990720208130701,True,,5952.0,,,,,,
50049990720208130701,False,,10536.0,,,,,,
50049990720208130701,True,,5952.0,,,,,,
50049990720208130701,False,,10536.0,,,,,,
50004228720208130441,True,,10887.0,,,,,,
50004228720208130441,False,,5951.0,,,,,,
50004228720208130441,True,,10887.0,,,,,,
50004228720208130441,False,,5951.0,,,,,,
50033041820208130313,True,,5952.0,,,,,,
50033041820208130313,True,,5952.0,,,,,,
50004245720208130441,True,,10887.0,,,,,,
50004245720208130441,False,,5951.0,,,,,,
50004245720208130441,True,,10887.0,,,,,,
50004245720208130441,False,,5951.0,,,,,,
50043204920208130105,True,,5952.0,,,,,,
50043204920208130105,False,,10536.0,,,,,,
50043204920208130105,True,,5952.0,,,,,,
50043204920208130105,False,,10536.0,,,,,,
50004254220208130441,True,,10887.0,,,,,,
50004254220208130441,False,,5951.0,,,,,,
50004254220208130441,True,,10887.0,,,,,,
50004254220208130441,False,,5951.0,,,,,,
50002222220208130331,True,,5952.0,,,,,,
50002222220208130331,False,,5972.0,,,,,,
50002222220208130331,True,,5952.0,,,,,,
50002222220208130331,False,,5972.0,,,,,,
50030546120208130223,True,,5952.0,,,,,,
50030546120208130223,True,,5952.0,,,,,,
50033068520208130313,True,,5952.0,,,,,,
50033068520208130313,True,,5952.0,,,,,,
50004262720208130441,True,,10887.0,,,,,,
50004262720208130441,False,,5951.0,,,,,,
50004262720208130441,True,,10887.0,,,,,,
50004262720208130441,False,,5951.0,,,,,,
50043230420208130105,True,,5952.0,,,,,,
50043230420208130105,False,,10536.0,,,,,,
50043230420208130105,True,,5952.0,,,,,,
50043230420208130105,False,,10536.0,,,,,,
50030623820208130223,True,,5952.0,,,,,,
50030623820208130223,True,,5952.0,,,,,,
50002230720208130331,True,,5952.0,,,,,,
50002230720208130331,False,,5972.0,,,,,,
50002230720208130331,True,,5952.0,,,,,,
50002230720208130331,False,,5972.0,,,,,,
50004271220208130441,True,,10887.0,,,,,,
50004271220208130441,False,,5951.0,,,,,,
50004271220208130441,True,,10887.0,,,,,,
50004271220208130441,False,,5951.0,,,,,,
50033094020208130313,True,,5952.0,,,,,,
50033094020208130313,True,,5952.0,,,,,,
50005547320208130400,True,,5951.0,,,,,,
50005547320208130400,True,,5951.0,,,,,,
50050120620208130701,True,,5951.0,,,,,,
50050120620208130701,True,,5951.0,,,,,,
50030659020208130223,True,,5952.0,,,,,,
50030659020208130223,True,,5952.0,,,,,,
50008298920208130216,True,,5952.0,,,,,,
50008298920208130216,True,,5952.0,,,,,,
50043282620208130105,True,,5952.0,,,,,,
50043282620208130105,False,,10536.0,,,,,,
50043282620208130105,True,,5952.0,,,,,,
50043282620208130105,False,,10536.0,,,,,,
50050138820208130701,True,,5951.0,,,,,,
50050138820208130701,True,,5951.0,,,,,,
50030693020208130223,True,,5952.0,,,,,,
50030693020208130223,True,,5952.0,,,,,,
50043317820208130105,True,,5952.0,,,,,,
50043317820208130105,False,,10536.0,,,,,,
50043317820208130105,True,,5952.0,,,,,,
50043317820208130105,False,,10536.0,,,,,,
50043351820208130105,True,,5952.0,,,,,,
50043351820208130105,False,,10536.0,,,,,,
50043351820208130105,True,,5952.0,,,,,,
50043351820208130105,False,,10536.0,,,,,,
50030736720208130223,True,,5952.0,,,,,,
50030736720208130223,True,,5952.0,,,,,,
50043360320208130105,True,,5952.0,,,,,,
50043360320208130105,True,,5952.0,,,,,,
50033137720208130313,True,,5952.0,,,,,,
50033137720208130313,True,,5952.0,,,,,,
50050172820208130701,True,,5951.0,,,,,,
50050172820208130701,True,,5951.0,,,,,,
50030753720208130223,True,,5952.0,,,,,,
50030753720208130223,True,,5952.0,,,,,,
50050199520208130701,True,,5951.0,,,,,,
50050199520208130701,True,,5951.0,,,,,,
50051258520208130433,True,,5951.0,,,,,,
50051258520208130433,True,,5951.0,,,,,,
50030762220208130223,True,,5952.0,,,,,,
50030762220208130223,True,,5952.0,,,,,,
50050216520208130701,True,,5951.0,,,,,,
50050216520208130701,True,,5951.0,,,,,,
50008307420208130216,True,,5952.0,,,,,,
50008307420208130216,True,,5952.0,,,,,,
50043395520208130105,True,,5952.0,,,,,,
50043395520208130105,False,,10536.0,,,,,,
50043395520208130105,True,,5952.0,,,,,,
50043395520208130105,False,,10536.0,,,,,,
50051267020208130433,True,,5951.0,,,,,,
50051267020208130433,True,,5951.0,,,,,,
50033163220208130313,True,,5952.0,,,,,,
50033163220208130313,True,,5952.0,,,,,,
50050233520208130701,True,,5951.0,,,,,,
50050233520208130701,True,,5951.0,,,,,,
50050242020208130701,True,,5951.0,,,,,,
50050242020208130701,True,,5951.0,,,,,,
50051275520208130433,True,,5951.0,,,,,,
50051275520208130433,True,,5951.0,,,,,,
50005652620208130005,True,,10887.0,,,,,,
50005652620208130005,True,,10887.0,,,,,,
50050268720208130701,True,,5951.0,,,,,,
50050268720208130701,True,,5951.0,,,,,,
50043421020208130105,True,,5952.0,,,,,,
50043421020208130105,False,,10536.0,,,,,,
50043421020208130105,True,,5952.0,,,,,,
50043421020208130105,False,,10536.0,,,,,,
50050277220208130701,True,,5951.0,,,,,,
50050277220208130701,True,,5951.0,,,,,,
50008315920208130216,True,,5952.0,,,,,,
50008315920208130216,True,,5952.0,,,,,,
50050294220208130701,True,,5951.0,,,,,,
50050294220208130701,True,,5951.0,,,,,,
50051284020208130433,True,,5951.0,,,,,,
50051284020208130433,True,,5951.0,,,,,,
50050302720208130701,True,,5952.0,,,,,,
50050302720208130701,False,,10536.0,,,,,,
50050302720208130701,True,,5952.0,,,,,,
50050302720208130701,False,,10536.0,,,,,,
50050346420208130701,True,,5952.0,,,,,,
50050346420208130701,False,,10536.0,,,,,,
50050346420208130701,True,,5952.0,,,,,,
50050346420208130701,False,,10536.0,,,,,,
50043439220208130105,True,,5951.0,,,,,,
50043439220208130105,True,,5951.0,,,,,,
50051319220208130433,True,,5951.0,,,,,,
50051319220208130433,True,,5951.0,,,,,,
50050363420208130701,True,,5951.0,,,,,,
50050363420208130701,True,,5951.0,,,,,,
50008324420208130216,True,,5972.0,,,,,,
50008324420208130216,True,,5972.0,,,,,,
50002257420208130331,True,,5952.0,,,,,,
50002257420208130331,False,,5972.0,,,,,,
50002257420208130331,True,,5952.0,,,,,,
50002257420208130331,False,,5972.0,,,,,,
50050380420208130701,True,,5951.0,,,,,,
50050380420208130701,True,,5951.0,,,,,,
50050415620208130701,True,,5951.0,,,,,,
50050415620208130701,True,,5951.0,,,,,,
50050424120208130701,True,,5951.0,,,,,,
50050424120208130701,True,,5951.0,,,,,,
50043473220208130105,True,,5952.0,,,,,,
50043473220208130105,False,,10536.0,,,,,,
50043473220208130105,True,,5952.0,,,,,,
50043473220208130105,False,,10536.0,,,,,,
50050441120208130701,True,,5951.0,,,,,,
50050441120208130701,True,,5951.0,,,,,,
50002265920208130331,True,,5952.0,,,,,,
50002265920208130331,False,,5972.0,,,,,,
50002265920208130331,True,,5952.0,,,,,,
50002265920208130331,False,,5972.0,,,,,,
50051327720208130433,True,,5951.0,,,,,,
50051327720208130433,True,,5951.0,,,,,,
50050467820208130701,True,,5951.0,,,,,,
50050467820208130701,True,,5951.0,,,,,,
50051336220208130433,True,,5951.0,,,,,,
50051336220208130433,True,,5951.0,,,,,,
50002274420208130331,True,,5972.0,,,,,,
50002274420208130331,True,,5972.0,,,,,,
50050501820208130701,True,,5952.0,,,,,,
50050501820208130701,False,,10536.0,,,,,,
50050501820208130701,True,,5952.0,,,,,,
50050501820208130701,False,,10536.0,,,,,,
50050528520208130701,True,,5972.0,,,,,,
50050528520208130701,False,,5952.0,,,,,,
50050528520208130701,False,,10536.0,,,,,,
50050528520208130701,True,,5972.0,,,,,,
50050528520208130701,False,,5952.0,,,,,,
50050528520208130701,False,,10536.0,,,,,,
50050545520208130701,True,,5952.0,,,,,,
50050545520208130701,True,,5952.0,,,,,,
50051361720208130433,True,,5951.0,,,,,,
50051361720208130433,True,,5951.0,,,,,,
50050554020208130701,True,,5951.0,,,,,,
50050554020208130701,True,,5951.0,,,,,,
50050571020208130701,True,,5952.0,,,,,,
50050571020208130701,False,,10536.0,,,,,,
50050571020208130701,True,,5952.0,,,,,,
50050571020208130701,False,,10536.0,,,,,,
50008332920208130216,True,,5952.0,,,,,,
50008332920208130216,True,,5952.0,,,,,,
50050589220208130701,True,,10535.0,,,,,,
50050589220208130701,False,,5952.0,,,,,,
50050589220208130701,False,,10536.0,,,,,,
50050589220208130701,True,,10535.0,,,,,,
50050589220208130701,False,,5952.0,,,,,,
50050589220208130701,False,,10536.0,,,,,,
50050606220208130701,True,,5952.0,,,,,,
50050606220208130701,False,,10536.0,,,,,,
50050606220208130701,True,,5952.0,,,,,,
50050606220208130701,False,,10536.0,,,,,,
50008341420208130216,True,,5952.0,,,,,,
50008341420208130216,True,,5952.0,,,,,,
50051388420208130433,True,,5951.0,,,,,,
50051388420208130433,False,,5985.0,,,,,,
50051388420208130433,True,,5951.0,,,,,,
50051388420208130433,False,,5985.0,,,,,,
50002282920208130331,True,,5952.0,,,,,,
50002282920208130331,False,,5972.0,,,,,,
50002282920208130331,True,,5952.0,,,,,,
50002282920208130331,False,,5972.0,,,,,,
50002291420208130331,True,,5952.0,,,,,,
50002291420208130331,False,,5972.0,,,,,,
50002291420208130331,True,,5952.0,,,,,,
50002291420208130331,False,,5972.0,,,,,,
50002309620208130331,True,,5952.0,,,,,,
50002309620208130331,False,,5972.0,,,,,,
50002309620208130331,True,,5952.0,,,,,,
50002309620208130331,False,,5972.0,,,,,,
50002318120208130331,True,,5952.0,,,,,,
50002318120208130331,False,,5972.0,,,,,,
50002318120208130331,True,,5952.0,,,,,,
50002318120208130331,False,,5972.0,,,,,,
50002326620208130331,True,,5951.0,,,,,,
50002326620208130331,True,,5951.0,,,,,,
50002335120208130331,True,,5952.0,,,,,,
50002335120208130331,False,,5972.0,,,,,,
50002335120208130331,True,,5952.0,,,,,,
50002335120208130331,False,,5972.0,,,,,,
50002343620208130331,True,,5952.0,,,,,,
50002343620208130331,False,,5972.0,,,,,,
50002343620208130331,True,,5952.0,,,,,,
50002343620208130331,False,,5972.0,,,,,,
50002352120208130331,True,,5952.0,,,,,,
50002352120208130331,False,,5972.0,,,,,,
50002352120208130331,True,,5952.0,,,,,,
50002352120208130331,False,,5972.0,,,,,,
50002360620208130331,True,,5952.0,,,,,,
50002360620208130331,False,,5972.0,,,,,,
50002360620208130331,True,,5952.0,,,,,,
50002360620208130331,False,,5972.0,,,,,,
50002378820208130331,True,,5972.0,,,,,,
50002378820208130331,True,,5972.0,,,,,,
50002387320208130331,True,,5951.0,,,,,,
50002387320208130331,True,,5951.0,,,,,,
50002395820208130331,True,,5952.0,,,,,,
50002395820208130331,False,,5972.0,,,,,,
50002395820208130331,True,,5952.0,,,,,,
50002395820208130331,False,,5972.0,,,,,,
50002404320208130331,True,,5972.0,,,,,,
50002404320208130331,True,,5972.0,,,,,,
50002412820208130331,True,,5952.0,,,,,,
50002412820208130331,False,,5972.0,,,,,,
50002412820208130331,True,,5952.0,,,,,,
50002412820208130331,False,,5972.0,,,,,,
50002421320208130331,True,,5952.0,,,,,,
