transicao_movimento,siglaTribunal,orgaoJulgador.codigoOrgao,count,min,max,median,C1,C2,C1-descricao,C2-descricao
11010.0 -> 11010.0,TJMG,3335.0,1,212.0,212.0,212.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3668.0,3,0.0,4.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3682.0,1,5.0,5.0,5.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3694.0,1,2.0,2.0,2.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3727.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3750.0,1,131.0,131.0,131.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3764.0,5,11.0,19.0,19.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3772.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3775.0,1,22.0,22.0,22.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3796.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3808.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3819.0,4,0.0,11.0,3.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3820.0,2,13.0,36.0,24.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3831.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3836.0,1,488.0,488.0,488.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3840.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3842.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3867.0,2,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3874.0,1,2.0,2.0,2.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3880.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3894.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3895.0,6,0.0,325.0,7.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3920.0,7,0.0,175.0,5.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3936.0,3,3.0,66.0,61.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3941.0,4,0.0,7.0,1.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3946.0,6,1.0,36.0,12.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3976.0,4,0.0,2.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3977.0,1,1.0,1.0,1.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,3991.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4016.0,1,6.0,6.0,6.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4022.0,1,200.0,200.0,200.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4034.0,3,5.0,382.0,91.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4042.0,1,19.0,19.0,19.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4045.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4056.0,1,6.0,6.0,6.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4064.0,3,3.0,11.0,8.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4071.0,1,2.0,2.0,2.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4083.0,3,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4092.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4096.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4102.0,2,4.0,30.0,17.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4110.0,1,6.0,6.0,6.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4125.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4126.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4150.0,19,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4156.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4164.0,1,7.0,7.0,7.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4187.0,1,66.0,66.0,66.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4257.0,4,0.0,2.0,1.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4258.0,1,271.0,271.0,271.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4276.0,7,0.0,3.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4299.0,2,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4320.0,3,0.0,14.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4323.0,2,0.0,13.0,6.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4327.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4329.0,11,0.0,42.0,22.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4338.0,2,3.0,4.0,3.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4347.0,2,0.0,3.0,1.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4376.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4379.0,2,0.0,5.0,2.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4385.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4401.0,2,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4409.0,1,47.0,47.0,47.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4411.0,5,0.0,30.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4414.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,4422.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5230.0,4,2.0,10.0,2.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5263.0,1,14.0,14.0,14.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5294.0,32,0.0,704.0,16.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5307.0,1,19.0,19.0,19.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5322.0,1,76.0,76.0,76.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5324.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5335.0,6,0.0,116.0,4.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5343.0,2,0.0,9.0,4.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5346.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5350.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5353.0,2,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5354.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5361.0,1,4.0,4.0,4.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5363.0,6,0.0,9.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5372.0,1,1.0,1.0,1.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5416.0,5,0.0,36.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5420.0,5,0.0,24.0,5.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5441.0,5,0.0,56.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5468.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5500.0,3,7.0,12.0,7.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5511.0,3,0.0,274.0,103.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5535.0,1,373.0,373.0,373.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5760.0,178,0.0,144.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5766.0,7,0.0,53.0,15.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5780.0,37,0.0,58.0,25.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5799.0,15,0.0,66.0,5.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5851.0,1,48.0,48.0,48.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5914.0,1,1.0,1.0,1.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,5917.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,6035.0,13,0.0,111.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,6125.0,2,3.0,20.0,11.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,6128.0,1,16.0,16.0,16.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,6180.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,6227.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,6241.0,2,1.0,30.0,15.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,6452.0,8,0.0,16.0,0.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,8160.0,5,0.0,19.0,9.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,8161.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,8166.0,1,45.0,45.0,45.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,8168.0,2,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,8170.0,3,0.0,5.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,8171.0,5,5.0,33.0,24.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,9233.0,2,20.0,21.0,20.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,9236.0,6,0.0,104.0,18.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,11013.0,19,0.0,161.0,5.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,11014.0,5,0.0,15.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,11145.0,15,0.0,63.0,9.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,11156.0,7,0.0,2.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,11224.0,1,164.0,164.0,164.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,11314.0,1,122.0,122.0,122.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,11364.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,11651.0,2,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,11709.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,12567.0,1,7.0,7.0,7.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,12921.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,13329.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,13354.0,7,0.0,197.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,13401.0,1,102.0,102.0,102.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,15644.0,2,15.0,24.0,19.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,16391.0,1,128.0,128.0,128.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,17955.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,17956.0,26,0.0,27.0,19.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,17957.0,2,0.0,202.0,101.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,39982.0,2,10.0,54.0,32.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,39983.0,4,5.0,42.0,25.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,39984.0,112,0.0,96.0,20.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,39985.0,10,0.0,43.0,7.5,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,80300.0,1,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,81133.0,4,0.0,0.0,0.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,81401.0,17,0.0,174.0,1.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11010.0,TJMG,81492.0,1,6.0,6.0,6.0,11010.0,11010.0,Mero expediente,Mero expediente
11010.0 -> 11013.0,TJMG,3262.0,6,0.0,72.0,1.5,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3335.0,1,2.0,2.0,2.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3778.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3796.0,3,1.0,9.0,6.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3799.0,1,4.0,4.0,4.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3816.0,1,1.0,1.0,1.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3820.0,9,0.0,23.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3836.0,2,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3842.0,1,17.0,17.0,17.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3876.0,2,11.0,11.0,11.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3917.0,3,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3922.0,6,0.0,3.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3936.0,2,0.0,6.0,3.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3946.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3962.0,2,31.0,97.0,64.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3974.0,7,0.0,12.0,4.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3976.0,2,0.0,24.0,12.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3981.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,3990.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4011.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4045.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4055.0,1,35.0,35.0,35.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4071.0,5,0.0,6.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4096.0,1,26.0,26.0,26.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4106.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4125.0,8,0.0,49.0,16.5,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4240.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4256.0,1,4.0,4.0,4.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4278.0,1,39.0,39.0,39.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4299.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4307.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4338.0,3,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4340.0,1,165.0,165.0,165.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4347.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4369.0,1,3.0,3.0,3.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4392.0,4,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,4422.0,1,8.0,8.0,8.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5263.0,1,20.0,20.0,20.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5301.0,2,67.0,316.0,191.5,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5323.0,1,1.0,1.0,1.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5324.0,2,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5325.0,9,0.0,26.0,2.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5330.0,2,0.0,4.0,2.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5335.0,1,98.0,98.0,98.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5358.0,2,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5475.0,1,123.0,123.0,123.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5535.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5612.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5745.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5766.0,1,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5797.0,6,5.0,5.0,5.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5799.0,9,0.0,16.0,2.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,5914.0,5,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,6125.0,46,0.0,86.0,4.5,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,8163.0,1,8.0,8.0,8.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,8167.0,13,0.0,17.0,3.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,8168.0,4,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,8169.0,10,0.0,11.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,8170.0,1,5.0,5.0,5.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,8171.0,1,5.0,5.0,5.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,9088.0,4,0.0,59.0,46.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,11145.0,12,20.0,75.0,32.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,11156.0,9,0.0,32.0,7.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,11224.0,1,31.0,31.0,31.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,11659.0,3,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,12763.0,1,21.0,21.0,21.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,12921.0,31,0.0,84.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,13193.0,12,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,13354.0,5,0.0,0.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,17929.0,1,3.0,3.0,3.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,39984.0,31,0.0,3.0,0.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11013.0,TJMG,81401.0,9,0.0,166.0,45.0,11010.0,11013.0,Mero expediente,Convenção das Partes
11010.0 -> 11014.0,TJMG,3668.0,1,3.0,3.0,3.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3701.0,6,0.0,31.0,5.5,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3710.0,1,0.0,0.0,0.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3727.0,1,1.0,1.0,1.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3750.0,1,0.0,0.0,0.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3756.0,2,0.0,20.0,10.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3758.0,4,0.0,4.0,0.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3775.0,1,0.0,0.0,0.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3780.0,1,0.0,0.0,0.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3784.0,1,18.0,18.0,18.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3790.0,3,0.0,0.0,0.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3796.0,2,21.0,56.0,38.5,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
11010.0 -> 11014.0,TJMG,3804.0,1,0.0,0.0,0.0,11010.0,11014.0,Mero expediente,Convenção das Partes para Cumprimento Voluntário da obrigação
